CONTENTID,CONTENTTYPEID,ADDR1,FIRSTIMAGE,OVERVIEW,TITLE,HOMEPAGE,ZIPCODE,TELNO
1887381,12,제주특별자치도 서귀포시 성산읍 서성일로 898-8,,"성읍리 사거리에서 성산으로 가는 도로변 남산봉 입구에 위치해 있는 연못으로 행정구역상 성산읍 신풍리에 해당되지만 오히려 성읍에 가까워 소유도 성읍리 마을 소유이다. 풍수지리설에 의하면 이 못은 목마른 말이 물을 마시는 것과 같고 또, 마소의 급수용으로 이용한 데서 연유하여 '갈마못' 이라는 이름이 붙여졌다고 한다. 자연적으로 조성된 이 못은 아무리 가물어도 물이 마르지 않는다고 하며, 중앙의 작은 못에는 돌담이 원형으로 둘러져 있고 예전에 식수로 이용되었던 흔적인 물팡돌이 놓여 있다. 물의 유입은 남산봉 화구쪽에서 수로를 따라 유입되는 것으로 추정되며 이와 아울러 인위적으로 조성된 우수관이 도로변 밑으로 시설되어 연못으로 유입되고 있다. 못의 일부는 농업용수로 활용하기 위해 60㎡정도가 도로 높이로 매립되어 있으며 그 너머로는 농경지가 경작되고 있다. 대부분 지역이 추수식물과 부엽식물(浮葉植物)이 고른 분포를 보이나 침수식물(沈水植物)의 분포는 빈약한 편이다. 중앙에 있는 '작은못'에는 환경부 지정 보호야생식물인 순채가 군락을 이루며 자생하고 있고, 못의 가장자리 및 중앙부에는 대부분 기장대풀이 우점하고 있는 식생을 보이고 있는데, 전체적으로 기장대풀군락, 송이고랭이군락, 좀어리연꽃군락, 순채군락으로 구분될 수 있다. 기장대풀이 우점하는 지역은 주로 연못의 가장자리를 중심으로 비교적 수심이 10cm 이하로 택사, 골풀, 고마리 등이 분포하고 있다. 못의 중앙일부와 도로변에 인접한 지역으로 수심 20∼40cm 정도이고 우수의 유입과 농업용수의 취수가 이루어지는 지역을 중심으로 좀어리연꽃 및 송이고랭이가 우점하는 지역이 나타나며, 환경부지정 보호야생식물인 순채는 못의 중앙부(돌담축조로 구획된 지역)와 기장대풀이 우점하는 곳에 일부가 분포하고 있다. 또한, 환경부지정 보호야생식물인 물부추는 유수의 유입구 지점에 드물게 생육하고 있으며 곡정초, 개수염 등과 혼생하고 있다. 연못정비 등업으로 수량이 많이 줄어들어 수서곤충류는 발견하지 못했으며 왜가리, 쇠백로 등의 조류만 관찰되었다.<br>",갈마못(갈뫼못),"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63631,
635593,12,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-61,,"사계리 산방산 아래에 위치한 갈중이는 현관 앞으로 돌하르방이 놓여 있고 입구에 들어서면 감물원단을 볼 수 있다. 매장 중앙에 제주 갈옷이 전시되고  왼쪽으로 침실을 꾸며 놓은 침구매장이 자리하고 있으며, 갈옷 매장 뒤편으로는 잔디밭 위에 천연염색체험마당이 있다. 갈옷 매장에는 제주 감물 소품들과 갈옷들이 전시되어 있고, 침구 매장에는 감물염색과 쑥물염색의 자연스러운 조화로 침실을 연출했다.<br>",갈중이(천연염색체험),"갈중이 <a href=""http://www.jejumg.com/"" target=""_blank"" title=""새창: 갈중이 홈페이지로 이동"">http://www.jejumg.com</a>",63528,
2469471,12,제주특별자치도 서귀포시 남원읍 서성로 684-22,http://tong.visitkorea.or.kr/cms/resource/93/2465593_image2_1.jpg,"<strong> 새콤달콤 감귤이 주스가 되기까지 </strong> <br/>
우수한 품질의 제주감귤을 주스로 생산하기 위해 조성된 감귤복합처리가공단지로서 2002년부터 제주감귤주스를 생산하고 있으며, 주스 생산에 필요한 가공과정 전체를 견학할 수 있다.  제1가공공장과 제2가공공장이 있으며 견학은 주로 제1가공공장에서 이뤄지고 있다. <br>",감귤복합처리가공공장,"제주특별자치도개발공사 홈페이지 참여마당 페이지 <a title=""새창: 감귤복합처리가공공장 홈페이지로 이동"" href=""http://www.jpdc.co.kr/"" target=""_blank"">http://www.jpdc.co.kr/</a>",63614,
1866954,39,제주특별자치도 제주시 오남로 12,,"가족경영(어머니, 아들, 며느리)으로 인건비를 절감하고 있으며, 모든 재료를 자체 농장에서 직접 조달하여 신선하다. 특히, 이 집의 우거지탕은 손님들이 많이 찾는다.<br>",감나무집,,63191,064-722-8292
1887493,12,제주특별자치도 서귀포시 안덕면,,"오름기슭자락으로 원수악과 연결되어 있다. 오름사면은 완만하고 북동쪽으로 벌어진 말굽형 화구를 이루고 있다. 화구쪽 사면은 풀밭을 이루고 그 외 사면은 삼나무 등이 조림되어 있다. <br />
* 표고 : 439.8m 비고 : 45m 둘레 : 1,370m 면적 : 117,413㎡ 저경 : 454m<br>",감낭오름,"제주 놀멍쉬멍 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""새창: 제주 놀멍쉬멍 홈페이지로 이동"">http://www.jejutour.go.kr</a>",63523,064-740-6001
1887501,12,제주특별자치도 제주시 구좌읍 송당리 산297,,"성불오름 서쪽 기슭자락으로 이웃해 있는 오름으로, 동부산업도로변 성불오름 옆으로 오름자락까지 농로가 나 있다. 성불오름 정상에서 내려다 보면 화구 북쪽으로 넓게 벌어진 모습이나, 응회환(tuff ring)의 구조와 유사한 원형 분화구의 형태를 갖추고 있는 것을 알 수 있다. 화구안에는 초지가 조성되어 있고, 전사면은 풀밭을 이루면서 구슬붕이가 듬성듬섬 보이고, 북서쪽사면 기슭에는 미나리아재비가 군락을 이루고 있다.<br>",감은이오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63355,
1887866,12,제주특별자치도 서귀포시 표선면 가시리 산2,,"산 모양이 미처 껍질을 벗지 못한 굼벵이처럼 생겼다 하여 갑선이오름이라고 부르고 있고, 수림으로 덮인채 가시리 마을쪽인 서남쪽으로 얕게 벌어진 말굽형 화구를 이루고 있다.<br />
주변지역은 과수원과 농경지가 조성되어 있으며, 마을과 오름사이에 있는 가마천(가시천)은 세화리 바닷가로 이어져 있다. 오름 기슭에는 삼나무가 조림되어 있고, 그외 오름 각사면은 상록수, 낙엽수 등 혼효림의 울창한 숲을 이루고 있다.&nbsp;<br />
* 명칭의 유래 - 산모양이 껍질을 못벗는 매미와 같다고 하여 `갑선이오름` 이라 불렀으나 한자표기로 `甲蟬岳(갑선악)` 이라 호칭하게 되었다고 한다.<br />* 표고 : 188.2m 비고 : 83m 둘레 : 1,859m 면적 : 252,799㎡ 저경 : 604m<br>",갑선이오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63623,
127050,12,제주특별자치도 서귀포시 강정통물로,http://tong.visitkorea.or.kr/cms/resource/72/197272_image2_1.jpg,"서귀포시 강정동 마을 동쪽에 있는 강정천은 평소에는 말라버리는 제주도의 일반 하천과는 달리 사계절 맑은 물이 흐르는 곳이다. 예로부터 대가내천, 대가래천, 큰내 등으로 불렸으며, 강정천을 인접하여 강정취수원과 정수장이 있으며 서귀포시 식수의 70%를 강정천에서 생산 공급하고 있다. <br />
 강정천은 용천수로 매년 11월부터 이듬해 4월까지는 용출 수량이 다소 줄어들지만, 풍수기인 6월∼9월에는 많은 수량이 용출되어 바다로 흐르고 있다.
 하천길이가 총 16km, 소 7곳, 교량 6개, 폭포 13개가 있고, 맑은 물이 흐르는 하천 양쪽에는 기암절벽과 노송이 우거져 절경을 이루고 있다. 강정천에는 다른 지역에서 보기 어려운 1급수 어종인 은어가  서식하고  있으며, 천연기념물 제327호인 원앙이 무리지어 사는게 종종 목격되고 있다. 수려한 자연경관과  맑은 물이  조화를 이루는 명소로 한여름에는 더위를 피해 찾아오는 피서객으로 만원을 이룬다. <br>",강정천,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63563,
1887873,12,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162,,"산정부의 남쪽이 정상이고 북쪽은 둥긋한 모양으로 부풀어 올라있어 그 사이가 다소 우묵져 있고, 동서사면으로는 작은 골이 얕게 패여 있는 기생화산체이다. 남동사면에는 해송과 삼나무가 조림되어 있고, 그 외 지역은 풀밭을 이루면서 어린나무와 함께 술패랭이, 가시쑥부쟁이, 낭아초, 피뿌리풀 등이 식생하고 있다. 개오름의 유래에는 2가지 설이 있는데, 오름모양이 개모양 같다하여 개오름이라 부른다는 이가 있는가하면 풍수지리의 형국설에서 나온 이름이라고 전해지기도 하며, 이 경우에는 개오름을 한자로 狗岳(구악)이라고 표기하고 있다. 옛지도에는 蓋岳(개악)이라고 표기돼 있는데, 이에 따라 산모양이 蓋(개) 즉, 밥그릇 뚜껑, 혹은 양산처럼 생겼다는 풀이가 있다. 굼부리 형태로는 원추형이다. <br />* 표고 : 344.7m 비고 : 130m 둘레 : 2,069m 면적 : 333,028㎡ 저경 : 654m<br>",개오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63624,
1889809,12,제주특별자치도 제주시 명림로 584,,"5.16도로 (제1횡단도로) 조랑말목장 동쪽의 방송중계탑이 설치되어 있는 오름이다. 크고 작은 세 개의 봉우리로 이루어진 다양한 형태를 갖고 있는 복합형 화산체이며, 개오리오름은 주봉(743m)인 송신탑이 서 있는 곳의 오름을 말한다. <br />
족은개오리(664m)는 북쪽에 서향으로 벌어진 말굽형 화구를 갖는 것이고, 가운데에 샛개오리(658m)라 부르는 원추형의 작은 오름이 위치해 있다. 전체적으로 두 개의 말굽형 화구를 갖는 복합형이다. 전사면이 낙엽수, 상록수 등이 울창하게 우거진 자연림을 이루고, 일부에 삼나무, 소나무가 있다. 겨울 한동안은 잎이 다 떨어진 회갈색 사면에 층층으로 늘어선 삼나무 대열이 이채롭다. <br />
산 모양이 개오리(가오리)처럼 생겼다는 이름으로 가으리오름, 개워리오름, 개월오름으로 불리기도 한다. 犬月岳(견월악)이라는 한자명을 놓고, 개가 달을 보고 짖는 형국이라고 풀이하기도 하지만 억지 풀이에 지나지 않는다. `개월`이 개와 달을 뜻하는 것이라면 `개돌(고어로)`이거나 `개달`이어야 할 것이고, 땅 형국이 견월형이라면 견월이었어야 할 것이다. <br />
이른 시기 표기인 竝五里 또는 竝五里岳을 고려하면 `골오리오롬, 골오리오름` 또는 `고오리오롬`이 원래 이름이었던 것으로 보인다. `골오리오롬, 고오리오롬, 가오리오름`이 말하는 사람에 따라 약간의 음운변동을 초래하였고, 이것을 한자로 바꾸는 과정에서 秋月岳, 犬月岳 등으로까지 표기되면서 원래의 이름이나 뜻과는 멀어져 버렸다. 竝岳, 幷岳 등의 표기를 중시한다면 竝을 훈독자로 보고, `골오리오롬` 즉 `골른고른`[竝] 오름, 곧 두 오름이 나란히 누워있는 쌍둥이 오름으로 볼 수 있다. <br /><br />
* 개오리오름(표고 : 743m 비고 : 118m 둘레 : 3,504m 면적 : 640,913㎡ 저경 : 1,298m)<br />
* 샛개오리(표고 : 658.3m 비고 : 58m 둘레 : 1,049m 면적 : 73,832㎡ 저경 : 377m) <br />
* 족은개오리(표고 : 664m 비고 : 79m 둘레 : 1,750m 면적 : 175,778㎡ 저경 : 655m)<br>",개오리오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63313,
1869163,32,제주특별자치도 제주시 애월읍 애상로 207-11,,"땅이 품어주고 바람이 보듬어 주는 오늘과 내일의 쉼표 고내촌에 온 것을 환영한다. 고내촌은 제주도에서 한라산을 가장 아름답게 볼 수 있다는 고내봉(표고:175m) 오름자락에 자리하고 있다. 특히, 펜션 전체를 감싸 안고 있는 소나무 울창한 청정 숲의 초록의 생명력과  황토로 이루어진 지질은 일상에 지친 현대인의 마음을 치유하고 달래줄 것이다. 또한, 비가 와도 이용이 가능한 바비큐장과 각종 체험프로그램(감귤체험, 정통장류체험 등)을 통해 관광객에게 잊지 못할 추억과 감동의 한 페이지를 남겨 드릴 것이다.
<br>",고내촌휴양펜션,,63044,064-799-6787
1832696,32,제주특별자치도 서귀포시 성산읍 일주동로 5464,,"고망난돌민박은 제주민속촌 박물관(표선해수욕장)과 성산일출봉 사이에 위치한 아담하고 아늑한 전원 민박이다. 앞으로는 일주 도로(1132번 도로)에 접해있어서 여행하기에 교통이 편리하고, 일주 도로 넘어 도보로 5분 거리에 갯바위 바다가 위치하고 있어 제주바다를 느끼기 좋은 곳이기도 하다. 더불어 ""제주도 올레3코스"" 중간지점에 있어서 ""제주도 올레길""을 체험할 수 있다. 민박 주위에는 소나무와 소철, 억새풀이 어우러져 아늑한 숙소로 조용히 지낼 수 있고 가까운 관광지로는 제주(표 선) 민속촌 박물관과 표선해수욕장이 5분 거리에, 성읍민속마을과 허브동산, 김영갑갤러리가 15분 거리에 있고 성산일출봉, 일출랜드(미천굴), 섭지코지, 신양 해수욕장, 우도 등도 가까운 거리에 있다. 고망난돌민박에서 편안히 쉬고, 즐겁고 알찬 여행을 할 수 있는 기회가 되었으면 좋겠다. <br>",고망난돌민박,,63637,064-787-1060
1867998,39,제주특별자치도 제주시 애월읍 고내로7길 45-12,,"고불락 식당은 애월해안도로 마을안에 있는 작지만 깔끔한 식당이다. 상추쌈과 도새기김치찌개로 유명하고, 정갈한 음식을 제공하는 곳이다. <br>",고불락,,63045,064-799-0393
129075,12,제주 제주시 한경면 고산리,http://tong.visitkorea.or.kr/cms/resource/96/1938296_image2_1.jpg,"토끼와 염소를 풀어놓은 차귀도와 전설이 숨쉬는 수월봉을 연계한 곳으로 2001년 해양수산부가 '어촌체험관광마을'로 지정하였다. 낚시 어선을 이용해 바다낚시를 즐길 수 있으며, 어촌계 직영으로 운영하는 콘도형 민박 등  완벽한 숙박시설까지 갖추고 있다. <br>",고산마을 [해양수산부 선정 아름다운 어촌],"제주 문화관광 <a href=""http://cyber.jeju.go.kr/"" target=""_blank"" title=""제주 문화관광 사이트로 이동"">http://cyber.jeju.go.kr</a>",695-841,
135288,39,제주특별자치도 제주시 조천읍 남조로 2625,http://tong.visitkorea.or.kr/cms/resource/69/1934469_image2_1.jpg,"말고기는 소와 같은 채식성 육류의 일종으로 소 보다 높은 육질과 영양을 가지고 있다. <br/>고우니가든은 직접 제주 토종 조랑말을 제주도의 청정 지역에서 방목 하며, 월 2회말을 도축하는 날이면 어김없이 전 단골 고객들에게 연락을 해줌으로써 싱싱한 간과 검은 지름, 육회 등을 맛볼 수 있는 기회를 제공하는 정성도 잊지 않는다. <br/>현재 고우니가든에서는 말고기를 비롯, 꿩·토종닭·청둥오리 등 청정지역 제주를 대표할 수 있는 주력 품목 들을 제공하고 있다.<br>",고우니가든,,63343,064-782-1418
1868498,32,제주특별자치도 제주시 도령로 190,,고추잠자리 게스트하우스는 제주공항과 도보5분거리에 있어 이용이 편리하다. <br>,고추잠자리,,63117,064-782-2434
135864,39,제주특별자치도 서귀포시 중문관광로 23,http://tong.visitkorea.or.kr/cms/resource/01/559201_image2_1.jpg,"중문관광단지 인근의 고향제주는 제주 향토 음식점으로, 해물전골, 흑돼지, 옥돔구이, 해물 뚝배기, 갈치구이, 고등어조림 등 다양한 제주도의 음식을 먹을 수 있는 식당이다. <br />식당 가까이에 있는 중문해수욕장은 네 가지 색을 띤 모래와 제주도 특유의 검은 돌이 조화를 이루고 있으며 국내 해수욕장 중 가장 물이 맑은 청정해수욕장이다.<br>",고향제주,,63534,064-738-4066
1868009,39,제주특별자치도 제주시 천수로 12,,제주 동부 경찰서 인근에 있는 한식당이다. 제주식 고기국수를 전문으로 한다. 돼지 사골과 멸치로 낸 진한 육수에 우동 면에 가까운 통통한 국수를 만 후 돼지수육을 올려내는 고기국수는 취향에 따라 고춧가루를 넣어 먹으면 얼큰한 맛을 살려서 먹을 수 있다.<br>,골막식당,,63215,064-753-6949
1868014,39,제주특별자치도 제주시 서사로 172,,"애향운동장 사거리 근처에 위치한 식당은 그 자리를 십여 년 지키고 있다. 
그전에도 언론매체에 2층에 위치한 주인아저씨의 이발소가 소개되는 등 좋은 소문에 많이 
회자가 되는 곳이기도 하다. 
이 식당의 모든 재료는 주인아주머니가 직접 시장에 가서 제주산 및 국내산을 사고, 내 가족이 
먹는 음식이라고 생각하며 모든 음식을 어머니의 마음으로 정갈하게 하나하나 담아낸다는 것이다. 
찌개용 김치만 보더라도 직접 담은 김치를 2~3년을 묵혀두고 꺼내는 것이 여간 정성이 아니다. 
음식의 양이 많아 보이게 하기 위해 불필요한 부분까지 그냥 쓰는 일은 절대 안 한다는 아주머니는 
피곤도 하련만 영업시간 이외에라도 손님이 오면 마다치 않고 정성스레 음식을 내온다. 
이 때문에 오는 손님마다 집에서 먹는 음식 같다는 말을 많이 한다고 한다. <br>",공설식당,,63190,064-753-5945
127870,12,제주특별자치도 제주시 애월읍 곽지9길 29,http://tong.visitkorea.or.kr/cms/resource/43/599843_image2_1.jpg,"곽지해수욕장은 길이 350m, 너비 70m의 백사장과 평균수심 1.5m, 경사도 5~8도의 좋은 조건을 갖춘 해수욕장이다. 이러한 조건때문에 청소년 수련장이 설치되고 단체 피서객이 많이 찾는다. 곽지리는 선사시대의 패총이 발견되었을 정도로 유서 깊은 마을이다. 지금의 곽지해수욕장은 옛날에 마을이 들어서 있던 곳이었으나, 어느날 갑자기 모래에 파묻혔다는 전설이 전해온다. <br>",곽지과물해변,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63034,
1889833,12,제주특별자치도 서귀포시 1100로 882,,"1100도로변에 위치한 거린사슴 동측으로 이어져 있는 오름으로, 거린사슴과 1100도로의 가파른 고갯길을 사이에 두고 갈리어 있는 별개의 원추형 화산체이다. 거린사슴 중턱의 1100도로가에서는 운전자들이 쉴 수 있는 간이 휴게공간이 마련되어 있어 제주도 남서부지역의 풍광은 물론 서귀포시에서 부터 모슬포 해안까지의 바다경치를 만끽할 수 있는 전망대가 되고 있다. 갯거리오름으로 불리우고 있는 오름이 한림읍 명월리 문수동 동쪽에도 있다.<br>",갯거리오름(갯그르),"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63554,
1890152,12,제주특별자치도 서귀포시 1100로 823,,"서귀포시 하원동과 대포동 경계인 1100도로변에 위치하고 있으며, 영실입구에서 1100도로를 따라 남쪽으로 약 3km 지점의 도로변 우측에, 한라산 남서사면의 산림지대와 목야지대의 경계를 이루면서 가로 누워있다.<br />
두개의 작은 봉우리가 이어져 남서에서 북동으로 등성마루가 뻗었으며, 주봉에서 서쪽으로 다소 얕게 벌어진 말굽형 화구를 이루고, 주봉은 붉은오름, 작은오름을 알오름이라고 하여 따로 부르고 있다.<br />
남동사면은 삼나무가 조림되어 있고, 정상 서쪽사면은 자연림의 울창한 숲을 이루고 있으며, 오름 남쪽봉우리의 산허리를 돌아가며 임도가 정상부까지 개설되어 있다.<br />
- 오름명의 유래 : 사슴이 살았다고해서 거린사슴이라 불리우고 있으며, 거리다는 갈리다(갈라지다)의 옛말로 오름이 두개의 봉우리로 갈리어져 있음을 말한다.<br>",거린사슴,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63554,
1918646,12,제주특별자치도 제주시 구좌읍 송당리 산 145,,"동부산업도로 대천동 사거리에서 송당을 잇는 1112번 도로 송당목장 입구 반대편에 도로와 접해 있는 오름으로, 송당목장 입구 반대편, 목장안으로 들어가 능선을 따라 오르면 쉽게 오를 수 있다. 이 오름은 서쪽방향으로 크게 벌어진 말굽형 화산체로서 서쪽기슭에는 거슨세미라 부르는 샘이 있는데, 샘(용천)의 방향이 일반적으로 하류의 바다방향이 아닌 한라산쪽으로 흘러나온다 하여 逆泉(역천) 또는 逆水(역수)의 의미로 거스른 방향의 샘 즉, 거슨세미라 부르고 있다.도내의 기생화산체 중에는 이렇게 화구상에서의 거스른 샘이 몇몇 존재하고 있다. 이는 1개의 화산체상에서 집수된 독립된 상위 지하수체가 스코리아(scoria)층의 하부를 받치고 있는 용암에 의해 하방침투가 안되어 용암의 노두를 따라 용천하는 경우라고 설명할 수 있겠다.오름은 전사면으로 삼나무가 주종을 이루는 잡목숲을 이루고 있고, 동쪽 사면에 골이 패인 곳에는 돌담이 둘러진 서너개의 묘가 있고, 군데군데 찔레덤불이 우거져 있다.<br />
(표고(m): 380 비고(m): 125 둘레(m): 3500 면적(m): 661438 저경(m): 1137)<br>","거슨세미(세미오름, 샘오름)","제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63355,
1918965,12,제주특별자치도 제주시 연동 산150,," 형태는 전체적으로 북쪽으로 벌어진 말굽형 화구를 끼고 양쪽 등성이가 길쭉하게 뻗어 내린 것이 U자형에 가까운 형태로 침식이 상당히 진행된 것으로 보이며, 한라산 쪽은 새로운 용암에 의해 덮여있어 상대적인 비고를 파악하기 어렵고, 구성물질은 주로 붉은 송이로 이루어져 있다.<br />
해송과 삼나무가 주종을 이루며 울창한 숲을 이루고 있으며, 숲그늘 아래에는 새우난, 복수초 등이 자생하고 있다. 오름은 등성이 마다 제주시 가족공동묘지가 대규모로 조성되어 있어 오름 주변은 공동묘지 단지를 이루고 있다. <br />
* 명칭의 유래 - 오름모양이 걸쇠모양과 비슷하여 걸시(걸쇠의 제주방언)오름 이라 부르고 있다. 한자표기 傑豕握(걸시악)은 한자 음을 빌어 표기한 이두문식 표기이다.<br />
(표고 : 732.4m 비고 : 82m 둘레 : 2,093m 면적 : 277,449㎡ 저경 : 711m)<br>",걸시오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63080,064-728-2742
598635,12,제주특별자치도 제주시 우도면 우도해안길,http://tong.visitkorea.or.kr/cms/resource/12/1620312_image2_1.jpg,"우도봉 아래에 협곡 속에 검은 모래 해변의 `검멀레`해수욕장은 폭 1백여 미터의 작은 해변이다. 바닷물을 껴안고 오르는 듯한 우도의 일출. 검은 모래사장을 뛰어 바다로 향하면 금방이라도 손에 잡힐 듯한 태양, 고래가 살았다는 해변 끝 동굴로 들어서면 시원한 물을 받아먹는 재미를 느낄 수 있다.<br>",검멀레해변,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63365,
2359165,39,제주특별자치도 서귀포시 검은여로 4,http://tong.visitkorea.or.kr/cms/resource/96/2046596_image2_1.jpg,"제주특별자치도 서귀포시 토평동 검은여 해안 인근에 위치한 검은여쉼터는 토종 닭도가니와 닭백숙 전문점이다. 올레길 코스에 위치하고 있어 간단하게 끼니를 때울 수 있는 다양한 메뉴를 판매하고 있다. 서귀포 칼호텔, 파라다이스 호텔이 인근에 위치해 있고, 바로 앞이 검은여 해안이기 때문에 관광객들이 즐겨 찾고 있다. <br>",검은여쉼터,,63599,064-733-3030
1867997,39,제주특별자치도 제주시 한라대학로 72,,겐짱야는 학생들이나 도서관 이용자들이 많고 음식량이 많아 배고픈 학생들이 많이 찾는 곳이다. 신선한 재료를 사용하고 조미료를 많이 줄여 메뉴를 제공한다. 채소는 시골에서 직접 재배한 것을 주로 사용하며 메뉴의 가격이 저렴하여 학생들이 이용하기 좋다.<br>,겐짱야,,63092,064-712-5181
404193,39,제주특별자치도 제주시 한경면 용고로 86,http://tong.visitkorea.or.kr/cms/resource/42/401542_image2_1.jpg,고산리 시내 농협 사거리에 소박하게 위치한 관심해장국 식당은 여타 유명한 식당과는 달리 진한 해장국 국물 맛으로만 조용히 입소문이 난 식당이다. 이 곳은 쇠고기 선지 해장국이 주 메뉴이며 콩나물 해장국과 소 내장탕은 시골의 진한 국물 맛을 그대로 간직하고 있다.<br />쇠고기 선지 해장국은 뚝배기 한가득 아끼지 않고 담은 쇠고기와 선지의 양으로 보기만 하여도 푸짐하다. 콩나물 해장국 또한 진하고 시원한 국물 맛이 일품이며 콩나물 위에 살포시 얹혀지는 마른김은 더욱 입맛을 돋운다.<br>,고관심해장국,,63008,064-772-2825
127051,12,제주특별자치도 서귀포시 고근산로 90,,"고근산(표고 396m, 비고 171m, 둘레 4,324m)은 서귀포시 신시가지를 감싸고 있는 기생화산으로 정상에 깊지 않은 원형분화구를 갖고 있는 오름이다. 그리 높은 곳에 자리잡고 있지는 않지만 툭 트인 곳에 있기 때문에 산봉우리에 서면 멀리는 마라도에서부터 지귀도까지 제주바다와 서귀포시의 풍광을 한눈에 들여다 볼 수 있다. 특히, 밤바다와 함께 어우러진 서귀포 칠십리 야경을 보려면 고근산이 적지이다.<br /><br />남동사면 중턱의 ""머흔저리""라고 하는 곳은 예전에 국상을 당했을때 곡배하던 곡배단(哭排壇)이 있고,  남서사면 숲비탈에는 꿩사냥하던 강생이(=강아지)가 떨어져 죽었다고 전해지는 강생이궤(수직동굴)이 있다. 오름 중턱에 삼나무, 편백나무, 해송, 상수리나무, 밤나무 등이 조림되어 있고, 정상 부근에는 자연석과 어우러져 사스레피나무, 예덕나무, 산철쭉이 군락을 이루고 있으나 예전에는 드물게 해송이 있는 풀밭오름이었다고 한다.  이 곳 고근산에는 전설상의 거신 설문대할망이 심심할 때면 한라산 정상부를 베개 삼고, 고근산 굼부리(분화구)에는 궁둥이를 얹어 앞바다 범섬에 다리를 걸치고 누워서 물장구를 쳤다는 흥미로운 전설이 전해오고 있다. 아침 저녁으로 산책과 운동을 즐기는 사람들이 많아지면서 새로운 운동 휴양명소로 떠오르고 있다. <br>",고근산,"제주 놀멍쉬멍 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""새창: 제주 놀멍쉬멍 홈페이지로 이동"">http://www.jejutour.go.kr</a>",63574,064-740-6001
